Plot,Quad,ID,Site,Sample.Year,Burn.Year,Treatment ,cyano,Lichen,Moss,Mixed,Total,treatment
rc08,d,rc082019,rc,2019,2017/2012,none,16,1,0,NA,17,control
rc08,a,rc082020,rc,2020,2017/2012,none,0,0,2,30,32,control
rc08,b,rc082020,rc,2020,2017/2012,none,0,0,0,8,8,control
rc08,c,rc082020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc08,d,rc082020,rc,2020,2017/2012,none,0,0,0,88,88,control
rc08,a,rc082020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc08,b,rc082020,rc,2020,2017/2012,none,0,1,1,0,2,control
rc08,c,rc082020,rc,2020,2017/2012,none,0,4,0,0,4,control
rc08,d,rc082020,rc,2020,2017/2012,none,9,2,2,0,13,control
rc08,a,rc082020,rc,2020,2017/2012,rx/wild,0,0,2,5,7,burn
rc08,b,rc082020,rc,2020,2017/2012,rx/wild,0,0,0,11,11,burn
rc08,c,rc082020,rc,2020,2017/2012,rx/wild,0,0,1,2,3,burn
rc08,d,rc082020,rc,2020,2017/2012,rx/wild,0,0,0,43,43,burn
rc08,a,rc082020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc08,b,rc082020,rc,2020,2017/2012,none,0,0,0,1,1,control
rc08,c,rc082020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc08,d,rc082020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc09,a,rc092018,rc,2018,2012,wild,1,0,2,NA,3,burn
rc09,b,rc092018,rc,2018,2012,wild,5,1,1,NA,7,burn
rc09,c,rc092018,rc,2018,2012,wild,1,0,0,NA,1,burn
rc09,d,rc092018,rc,2018,2012,wild,1,0,1,NA,2,burn
rc09,a,rc092018,rc,2018,2012,none,,,,NA,0,control
rc09,b,rc092018,rc,2018,2012,none,,,,NA,0,control
rc09,c,rc092018,rc,2018,2012,none,,,,NA,0,control
rc09,d,rc092018,rc,2018,2012,none,,,,NA,0,control
rc09,a,rc092018,rc,2018,2017/2012,rx/wild,15,0,1,NA,16,burn
rc09,b,rc092018,rc,2018,2017/2012,rx/wild,21,0,3,NA,24,burn
rc09,c,rc092018,rc,2018,2017/2012,rx/wild,27,0,1,NA,28,burn
rc09,d,rc092018,rc,2018,2017/2012,rx/wild,19,0,2,NA,21,burn
rc09,a,rc092018,rc,2018,2017/2012,none,,,,NA,0,control
rc09,b,rc092018,rc,2018,2017/2012,none,,,,NA,0,control
rc09,c,rc092018,rc,2018,2017/2012,none,,,,NA,0,control
rc09,d,rc092018,rc,2018,2017/2012,none,,,,NA,0,control
rc09,c,rc092019,rc,2019,2017/2012,rx/wild,3,5,50,NA,58,burn
rc09,d,rc092019,rc,2019,2017/2012,rx/wild,2,5,0,NA,7,burn
rc09,a,rc092019,rc,2019,2017/2012,rx/wild,0,0,0,NA,0,burn
rc09,b,rc092019,rc,2019,2017/2012,rx/wild,1,0,2,NA,3,burn
rc09,a,rc092019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc09,b,rc092019,rc,2019,2017/2012,none,0,0,1,NA,1,control
rc09,c,rc092019,rc,2019,2017/2012,none,1,0,0,NA,1,control
rc09,d,rc092019,rc,2019,2017/2012,none,0,0,0,NA,0,control
rc09,a,rc092020,rc,2020,2017/2012,none,0,0,2,0,2,control
rc09,b,rc092020,rc,2020,2017/2012,none,0,0,0,68,68,control
rc09,c,rc092020,rc,2020,2017/2012,none,0,0,10,5,15,control
rc09,d,rc092020,rc,2020,2017/2012,none,0,0,0,32,32,control
rc09,a,rc092020,rc,2020,2017/2012,none,0,6,25,10,41,control
rc09,b,rc092020,rc,2020,2017/2012,none,0,2,2,0,4,control
rc09,c,rc092020,rc,2020,2017/2012,none,0,0,24,10,34,control
rc09,d,rc092020,rc,2020,2017/2012,none,0,0,0,75,75,control
rc09,a,rc092020,rc,2020,2017/2012,rx/wild,0,0,0,1,1,burn
rc09,b,rc092020,rc,2020,2017/2012,rx/wild,0,0,0,14,14,burn
rc09,c,rc092020,rc,2020,2017/2012,rx/wild,0,1,1,1,3,burn
rc09,d,rc092020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc09,a,rc092020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc09,b,rc092020,rc,2020,2017/2012,none,0,0,0,1,1,control
rc09,c,rc092020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc09,d,rc092020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc10,a,rc102018,rc,2018,2012,wild,2,1,1,NA,4,burn
rc10,b,rc102018,rc,2018,2012,wild,5,2,0,NA,7,burn
rc10,c,rc102018,rc,2018,2012,wild,7,1,0,NA,8,burn
rc10,d,rc102018,rc,2018,2012,wild,10,3,0,NA,13,burn
rc10,a,rc102018,rc,2018,2012,none,,,,NA,0,control
rc10,b,rc102018,rc,2018,2012,none,,,,NA,0,control
rc10,c,rc102018,rc,2018,2012,none,,,,NA,0,control
rc10,d,rc102018,rc,2018,2012,none,,,,NA,0,control
rc10,a,rc102018,rc,2018,2017/2012,rx/wild,10,0,1,NA,11,burn
rc10,b,rc102018,rc,2018,2017/2012,rx/wild,29,0,1,NA,30,burn
rc10,c,rc102018,rc,2018,2017/2012,rx/wild,20,0,1,NA,21,burn
rc10,d,rc102018,rc,2018,2017/2012,rx/wild,11,0,0,NA,11,burn
rc10,a,rc102018,rc,2018,2017/2012,none,,,,NA,0,control
rc10,b,rc102018,rc,2018,2017/2012,none,,,,NA,0,control
rc10,c,rc102018,rc,2018,2017/2012,none,,,,NA,0,control
rc10,d,rc102018,rc,2018,2017/2012,none,,,,NA,0,control
rc10,c,rc102019,rc,2019,2017/2012,rx/wild,1,0,0,NA,1,burn
rc10,d,rc102019,rc,2019,2017/2012,rx/wild,10,0,0,NA,10,burn
rc10,a,rc102019,rc,2019,2017/2012,none,1,0,0,NA,1,control
rc10,b,rc102019,rc,2019,2017/2012,none,1,1,0,NA,2,control
rc10,c,rc102019,rc,2019,2017/2012,none,0,0,1,NA,1,control
rc10,d,rc102019,rc,2019,2017/2012,none,25,0,0,NA,25,control
rc10,a,rc102020,rc,2020,2017/2012,none,30,4,10,0,44,control
rc10,b,rc102020,rc,2020,2017/2012,none,18,4,2,0,24,control
rc10,c,rc102020,rc,2020,2017/2012,none,50,0,5,0,55,control
rc10,d,rc102020,rc,2020,2017/2012,none,25,0,5,0,30,control
rc10,a,rc102020,rc,2020,2017/2012,none,10,1,2,0,13,control
rc10,b,rc102020,rc,2020,2017/2012,none,0,5,29,0,34,control
rc10,c,rc102020,rc,2020,2017/2012,none,0,8,0,88,96,control
rc10,d,rc102020,rc,2020,2017/2012,none,6,1,1,0,8,control
rc10,a,rc102020,rc,2020,2017/2012,rx/wild,0,0,0,0,0,burn
rc10,b,rc102020,rc,2020,2017/2012,rx/wild,0,0,0,19,19,burn
rc10,c,rc102020,rc,2020,2017/2012,rx/wild,0,0,0,1,1,burn
rc10,d,rc102020,rc,2020,2017/2012,rx/wild,0,0,0,17,17,burn
rc10,a,rc102020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc10,b,rc102020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc10,c,rc102020,rc,2020,2017/2012,none,0,0,0,0,0,control
rc10,d,rc102020,rc,2020,2017/2012,none,0,0,0,14,14,control
rc3,a,rc32020,rc,2020,2017/2012,rx/wild,0,0,1,0,1,burn
rc3,b,rc32020,rc,2020,2017/2012,rx/wild,0,0,0,1,1,burn
rc3,c,rc32020,rc,2020,2017/2012,rx/wild,0,10,10,0,20,burn
rc3,d,rc32020,rc,2020,2017/2012,rx/wild,0,0,0,19,19,burn
